name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Bradyrhizobium sp. ISRA463	2866199	S	31	4176	4207	0.00020
Bradyrhizobium sp. B039	3140239	S	22	1236	1258	0.00006
Bradyrhizobium sp. ISRA464	2866200	S	11	2758	2769	0.00013
Bradyrhizobium erythrophlei	1437360	S	60071	1828	61899	0.00290
Bradyrhizobium roseum	3056648	S	30950	1473	32423	0.00152
Bradyrhizobium sediminis	2840469	S	30398	1942	32340	0.00151
Bradyrhizobium lablabi	722472	S	16790	11008	27798	0.00130
Bradyrhizobium canariense	255045	S	15204	480	15684	0.00073
Bradyrhizobium paxllaeri	190148	S	14579	910	15489	0.00073
Bradyrhizobium icense	1274631	S	11900	854	12754	0.00060
Bradyrhizobium arachidis	858423	S	11687	7211	18898	0.00088
Bradyrhizobium prioriisuperbiae	2854389	S	9051	307	9358	0.00044
Bradyrhizobium diazoefficiens	1355477	S	8706	65064	73770	0.00345
Bradyrhizobium betae	244734	S	6242	7620	13862	0.00065
Bradyrhizobium japonicum	375	S	5725	10258	15983	0.00075
Bradyrhizobium commune	83627	S	5264	359	5623	0.00026
Bradyrhizobium ontarionense	2898149	S	5244	323	5567	0.00026
Bradyrhizobium barranii	2992140	S	5219	6696	11915	0.00056
Bradyrhizobium ganzhouense	1179767	S	5218	417	5635	0.00026
Bradyrhizobium oligotrophicum	44255	S	5070	335	5405	0.00025
Bradyrhizobium cosmicum	1404864	S	4938	702	5640	0.00026
Bradyrhizobium symbiodeficiens	1404367	S	4274	1699	5973	0.00028
Bradyrhizobium xenonodulans	2736875	S	4064	374	4438	0.00021
Bradyrhizobium guangzhouense	1325095	S	4044	1114	5158	0.00024
Bradyrhizobium guangdongense	1325090	S	3908	1067	4975	0.00023
Bradyrhizobium elkanii	29448	S	3655	8502	12157	0.00057
Bradyrhizobium ottawaense	931866	S	3545	4748	8293	0.00039
Bradyrhizobium brasilense	1419277	S	3504	744	4248	0.00020
Bradyrhizobium septentrionale	1404411	S	3347	1065	4412	0.00021
Bradyrhizobium quebecense	2748629	S	3091	850	3941	0.00018
Bradyrhizobium huanghuaihaiense	990078	S	3090	449	3539	0.00017
Bradyrhizobium amphicarpaeae	1404768	S	2995	366	3361	0.00016
Bradyrhizobium daqingense	993502	S	2619	514	3133	0.00015
Bradyrhizobium centrosematis	1300039	S	2427	226	2653	0.00012
Bradyrhizobium yuanmingense	108015	S	2398	2235	4633	0.00022
Bradyrhizobium guangxiense	1325115	S	2347	659	3006	0.00014
Bradyrhizobium pachyrhizi	280333	S	2022	911	2933	0.00014
Bradyrhizobium zhanjiangense	1325107	S	966	529	1495	0.00007
Bradyrhizobium lupini	136996	S	730	1076	1806	0.00008
Bradyrhizobium vignae	1549949	S	252	540	792	0.00004
Tardiphaga sp. 768_D3_N2_1	3240783	S	7996	669	8665	0.00041
Tardiphaga sp. 709	3076039	S	4255	909	5164	0.00024
Tardiphaga sp. 42S5	1404799	S	2408	1387	3795	0.00018
Tardiphaga sp. 866_E4_N1_4	3240766	S	1934	1436	3370	0.00016
Tardiphaga sp. 172_B4_N1_3	3240787	S	1385	1415	2800	0.00013
Tardiphaga sp. 215_C5_N2_1	3240774	S	1272	1529	2801	0.00013
Tardiphaga sp. 37S4	1404741	S	1192	1541	2733	0.00013
Tardiphaga sp. 20_F10_N6_6	3240788	S	1064	1594	2658	0.00012
Tardiphaga sp. 862_B3_N1_1	3240763	S	286	1502	1788	0.00008
Tardiphaga sp. 71_E8_N1_1	3240784	S	248	1501	1749	0.00008
Tardiphaga sp. 285_C5_N1_2	3240775	S	205	1739	1944	0.00009
Tardiphaga sp. vice154	2592814	S	140	1265	1405	0.00007
Tardiphaga sp. vice278	2592815	S	116	1570	1686	0.00008
Tardiphaga sp. vice304	2592817	S	56	574	630	0.00003
Tardiphaga sp. vice352	2592816	S	55	954	1009	0.00005
Tardiphaga alba	340268	S	5457	412	5869	0.00027
Tardiphaga robiniae	943830	S	880	1186	2066	0.00010
Rhodopseudomonas palustris	1076	S	18262	4373	22635	0.00106
Rhodopseudomonas sp. BAL398	3034676	S	3824	1372	5196	0.00024
Rhodopseudomonas sp. P1	3434357	S	370	806	1176	0.00006
Rhodopseudomonas sp. P2A-2r	2991972	S	337	2528	2865	0.00013
Rhodopseudomonas sp. RCAM05734	3457549	S	277	2239	2516	0.00012
Rhodopseudomonas boonkerdii	475937	S	3618	1764	5382	0.00025
Rugositalea oryzae	674703	S	28995	1047	30042	0.00141
Afipia sp. GAS231	1882747	S	9877	3767	13644	0.00064
Afipia sp. NBIMC_P1-C1	1320552	S	54	237	291	0.00001
Afipia carboxidovorans	40137	S	3071	4042	7113	0.00033
Afipia carboxydohydrogena	290	S	2640	392	3032	0.00014
Nitrobacter sp. JJSN	3453033	S	2114	491	2605	0.00012
Nitrobacter sp. TKz-YC02	3398704	S	1932	158	2090	0.00010
Nitrobacter sp. TKz-YC01	3398703	S	1359	461	1820	0.00009
Nitrobacter sp. NHB1	3119830	S	205	107	312	0.00001
Nitrobacter hamburgensis	912	S	2358	521	2879	0.00013
Nitrobacter winogradskyi	913	S	1100	442	1542	0.00007
Variibacter gotjawalensis	1333996	S	4090	137	4227	0.00020
Rhizobium sp. TH2	2775403	S	3482	166	3648	0.00017
Rhizobium sp. YTU87027	3417741	S	3406	1140	4546	0.00021
Rhizobium sp. SYY.PMSO	3382192	S	2193	178	2371	0.00011
Rhizobium sp. CB3090	3039156	S	1681	185	1866	0.00009
Rhizobium sp. Rhizsp82	3243057	S	1601	791	2392	0.00011
Rhizobium sp. ZK1	3389872	S	1594	3805	5399	0.00025
Rhizobium sp. WYJ-E13	2849093	S	1533	2338	3871	0.00018
Rhizobium sp. BG4	2613770	S	1507	719	2226	0.00010
Rhizobium sp. 32-5/1	3019602	S	1432	116	1548	0.00007
Rhizobium sp. Pop5	1223565	S	1422	366	1788	0.00008
Rhizobium sp. SSA_523	2952477	S	1206	111	1317	0.00006
Rhizobium sp. AB2/73	2795216	S	1202	674	1876	0.00009
Rhizobium sp. SL42	2806346	S	1141	137	1278	0.00006
Rhizobium sp. 11515TR	2028343	S	1091	96	1187	0.00006
Rhizobium sp. NZLR1	2731096	S	1073	216	1289	0.00006
Rhizobium sp. CIAT894	2020312	S	988	285	1273	0.00006
Rhizobium sp. WL3	2603277	S	948	182	1130	0.00005
Rhizobium sp. WW22	3389070	S	827	100	927	0.00004
Rhizobium sp. C104	2917727	S	734	400	1134	0.00005
Rhizobium sp. BT03	3045156	S	700	335	1035	0.00005
Rhizobium sp. CB3171	3039157	S	495	669	1164	0.00005
Rhizobium sp. YTUHZ045	2962888	S	494	506	1000	0.00005
Rhizobium sp. NXC14	1981173	S	451	315	766	0.00004
Rhizobium sp. K102	2918527	S	449	273	722	0.00003
Rhizobium sp. BT04	3045157	S	280	421	701	0.00003
Rhizobium sp. 007	2785056	S	266	455	721	0.00003
Rhizobium sp. WSM4643	3138253	S	251	481	732	0.00003
Rhizobium sp. X9	2815360	S	221	777	998	0.00005
Rhizobium sp. TRM96647	2979861	S	217	12	229	0.00001
Rhizobium sp. TRM96650	2979863	S	205	24	229	0.00001
Rhizobium sp. CCGE 510	1132836	S	192	35	227	0.00001
Rhizobium sp. CB3060	3138255	S	189	948	1137	0.00005
Rhizobium sp. WSM1274	3138254	S	167	487	654	0.00003
Rhizobium sp. SRDI969	3138252	S	161	523	684	0.00003
Rhizobium sp. NXC24	2048897	S	158	625	783	0.00004
Rhizobium sp. SU303	3138065	S	155	364	519	0.00002
Rhizobium sp. CC1099	3039160	S	153	336	489	0.00002
Rhizobium sp. Kim5	2020311	S	153	424	577	0.00003
Rhizobium sp. TAL182	2020313	S	152	336	488	0.00002
Rhizobium sp. TRM95796	2979862	S	143	27	170	0.00001
Rhizobium sp. NLR16a	2731112	S	127	648	775	0.00004
Rhizobium sp. YTUHZ044	2962678	S	127	649	776	0.00004
Rhizobium sp. ZX09	2291939	S	74	630	704	0.00003
Rhizobium sp. L51/94	2819999	S	54	288	342	0.00002
Rhizobium sp. B21/90	2819993	S	51	1720	1771	0.00008
Rhizobium sp. RCAM05350	2895568	S	47	0	47	0.00000
Rhizobium sp. B230/85	2819994	S	47	401	448	0.00002
Rhizobium sp. N324	1703969	S	35	1290	1325	0.00006
Rhizobium sp. CCGE531	2364271	S	25	911	936	0.00004
Rhizobium sp. T136	555319	S	16	684	700	0.00003
Rhizobium leguminosarum	384	S	6832	10365	17197	0.00081
Rhizobium rhizogenes	359	S	2331	3698	6029	0.00028
Rhizobium etli	29449	S	2159	893	3052	0.00014
Rhizobium jaguaris	1312183	S	2071	113	2184	0.00010
Rhizobium phaseoli	396	S	1970	806	2776	0.00013
Rhizobium ruizarguesonis	2081791	S	1583	724	2307	0.00011
Rhizobium sullae	50338	S	1476	154	1630	0.00008
Rhizobium tumorigenes	2041385	S	1282	387	1669	0.00008
Rhizobium lusitanum	293958	S	1280	74	1354	0.00006
Rhizobium bangladeshense	1138189	S	1219	145	1364	0.00006
Rhizobium gallicum	56730	S	1133	763	1896	0.00009
Rhizobium cremeum	2813827	S	1082	119	1201	0.00006
Rhizobium daejeonense	240521	S	941	568	1509	0.00007
Rhizobium binae	1138190	S	882	315	1197	0.00006
Rhizobium lentis	1138194	S	880	174	1054	0.00005
Rhizobium hidalgonense	1538159	S	866	130	996	0.00005
Rhizobium rhizoryzae	451876	S	866	152	1018	0.00005
Rhizobium tropici	398	S	855	532	1387	0.00006
Rhizobium anhuiense	1184720	S	777	162	939	0.00004
Rhizobium rosettiformans	1368430	S	652	555	1207	0.00006
Rhizobium indicum	2583231	S	626	320	946	0.00004
Rhizobium grahamii	1120045	S	522	307	829	0.00004
Rhizobium acidisoli	1538158	S	486	238	724	0.00003
Rhizobium croatiense	2867516	S	270	130	400	0.00002
Rhizobium sophoriradicis	1535245	S	196	453	649	0.00003
Rhizobium indigoferae	158891	S	186	345	531	0.00002
Rhizobium oryzihabitans	2267833	S	183	759	942	0.00004
Rhizobium laguerreae	1076926	S	165	202	367	0.00002
Rhizobium binxianense	3024242	S	119	329	448	0.00002
Rhizobium brockwellii	3019932	S	99	533	632	0.00003
Rhizobium beringeri	3019934	S	96	759	855	0.00004
Rhizobium johnstonii	3019933	S	70	737	807	0.00004
Rhizobium rhododendri	2506430	S	49	263	312	0.00001
Rhizobium freirei	1353277	S	26	92	118	0.00001
Rhizobium favelukesii	348824	S	22	1157	1179	0.00006
Agrobacterium tumefaciens	358	S	5403	19256	24659	0.00115
Agrobacterium fabrum	1176649	S	663	1777	2440	0.00011
Agrobacterium radiobacter	362	S	59	1808	1867	0.00009
Agrobacterium vitis	373	S	3196	1204	4400	0.00021
Agrobacterium sp. rho-13.3	3072980	S	658	330	988	0.00005
Agrobacterium sp. MA01	2664893	S	190	261	451	0.00002
Agrobacterium sp. El2ro-1b	2969528	S	177	185	362	0.00002
Agrobacterium sp. T29	2580515	S	153	134	287	0.00001
Agrobacterium sp. RAC06	1842536	S	149	212	361	0.00002
Agrobacterium sp. CGMCC 11546	2579248	S	131	235	366	0.00002
Agrobacterium sp. 33MFTa1.1	1279031	S	37	256	293	0.00001
Agrobacterium sp. S7/73	2820002	S	31	332	363	0.00002
Agrobacterium sp. 13-2099-1-2	1841651	S	15	417	432	0.00002
Agrobacterium rosae	1972867	S	1698	1571	3269	0.00015
Agrobacterium larrymoorei	160699	S	1076	636	1712	0.00008
Agrobacterium vaccinii	2735528	S	1048	137	1185	0.00006
Agrobacterium pusense	648995	S	752	3100	3852	0.00018
Agrobacterium rubi	28099	S	626	2696	3322	0.00016
Agrobacterium arsenijevicii	1585697	S	519	954	1473	0.00007
Agrobacterium leguminum	2792015	S	486	570	1056	0.00005
Agrobacterium salinitolerans	1183413	S	304	290	594	0.00003
Agrobacterium cucumeris	2862866	S	268	295	563	0.00003
Agrobacterium deltaense	1183412	S	19	2646	2665	0.00012
Neorhizobium sp. CSC1952	2978974	S	1323	286	1609	0.00008
Neorhizobium sp. NCHU2750	1825976	S	1220	1181	2401	0.00011
Neorhizobium sp. SOG26	2060726	S	919	140	1059	0.00005
Neorhizobium sp. EC2-8	3129230	S	309	42	351	0.00002
Neorhizobium sp. DAR64872/K0K18	3421958	S	227	775	1002	0.00005
Neorhizobium sp. DAR64860/K0K1	3421955	S	196	705	901	0.00004
Neorhizobium galegae	399	S	3039	335	3374	0.00016
Neorhizobium petrolearium	515361	S	1875	780	2655	0.00012
Pararhizobium sp. O133	3449278	S	1887	1433	3320	0.00016
Pararhizobium sp. A13	3133975	S	1868	258	2126	0.00010
Pararhizobium sp. IMCC3301	3067904	S	851	45	896	0.00004
Pararhizobium sp. IMCC21322	3067903	S	527	36	563	0.00003
Pararhizobium qamdonense	3031126	S	1710	244	1954	0.00009
Pararhizobium gei	1395951	S	1057	134	1191	0.00006
Pararhizobium polonicum	1612624	S	36	24	60	0.00000
Allorhizobium pseudoryzae	379684	S	1056	185	1241	0.00006
Allorhizobium ampelinum	3025782	S	88	201	289	0.00001
Pseudorhizobium banfieldiae	1125847	S	935	508	1443	0.00007
Sinorhizobium fredii	380	S	4008	1812	5820	0.00027
Sinorhizobium sp. RAC02	1842534	S	1187	330	1517	0.00007
Sinorhizobium sp. BG8	2613773	S	1128	220	1348	0.00006
Sinorhizobium sp. CCBAU 05631	794846	S	150	321	471	0.00002
Sinorhizobium sp. M14	430451	S	51	331	382	0.00002
Sinorhizobium meliloti	382	S	1902	4255	6157	0.00029
Sinorhizobium medicae	110321	S	1280	770	2050	0.00010
Sinorhizobium chiapasense	501572	S	1260	184	1444	0.00007
Sinorhizobium alkalisoli	1752398	S	1095	413	1508	0.00007
Sinorhizobium numidicum	680248	S	970	168	1138	0.00005
Sinorhizobium americanum	194963	S	965	159	1124	0.00005
Sinorhizobium mexicanum	375549	S	933	90	1023	0.00005
Sinorhizobium garamanticum	680247	S	874	152	1026	0.00005
Sinorhizobium terangae	110322	S	826	99	925	0.00004
Sinorhizobium sojae	716925	S	684	241	925	0.00004
Sinorhizobium kummerowiae	158892	S	60	144	204	0.00001
Ensifer adhaerens	106592	S	5367	1310	6677	0.00031
Ensifer sp. R-19	3404055	S	1263	311	1574	0.00007
Ensifer sp. PDNC004	2811423	S	892	346	1238	0.00006
Ensifer sp. WSM1721	1041159	S	775	217	992	0.00005
Ensifer canadensis	555315	S	2368	765	3133	0.00015
Ensifer aridi	1708715	S	677	206	883	0.00004
Shinella sp. PSBB067	2715959	S	1110	1261	2371	0.00011
Shinella sp. HZN7	879274	S	994	2052	3046	0.00014
Shinella sp. H4-D48	2925841	S	553	442	995	0.00005
Shinella zoogloeoides	352475	S	3047	5712	8759	0.00041
Shinella oryzae	2871820	S	721	384	1105	0.00005
Shinella sumterensis	1967501	S	378	503	881	0.00004
Shinella yambaruensis	415996	S	300	686	986	0.00005
Shinella sedimenti	2919913	S	157	174	331	0.00002
Hoeflea sp.	1940281	S	2096	281	2377	0.00011
Hoeflea sp. IMCC20628	1620421	S	874	78	952	0.00004
Hoeflea sp. Naph1	3388653	S	763	578	1341	0.00006
Hoeflea alexandrii	288436	S	789	78	867	0.00004
Hoeflea phototrophica	244596	S	496	114	610	0.00003
Terrirhizobium terrae	2926709	S	1671	272	1943	0.00009
Georhizobium sp. MAB10	3028319	S	385	293	678	0.00003
Georhizobium profundi	2341112	S	367	368	735	0.00003
Candidatus Liberibacter solanacearum	556287	S	381	10	391	0.00002
Liberibacter crescens	1273132	S	284	30	314	0.00001
Candidatus Liberibacter americanus	309868	S	237	19	256	0.00001
Candidatus Liberibacter africanus	34020	S	128	39	167	0.00001
Candidatus Liberibacter asiaticus	34021	S	104	19	123	0.00001
Peteryoungia desertarenae	1813451	S	614	82	696	0.00003
Peteryoungia algae	2919917	S	514	91	605	0.00003
Ciceribacter thiooxidans	1969821	S	951	112	1063	0.00005
Ciceribacter selenitireducens	448181	S	10	288	298	0.00001
Lentilitoribacter sp. Alg239-R112	2305987	S	331	7	338	0.00002
Mesorhizobium sp. ASY16-5R	3445772	S	7413	557	7970	0.00037
Mesorhizobium sp. AaZ16	3402289	S	2875	247	3122	0.00015
Mesorhizobium sp. 8	2584466	S	2351	239	2590	0.00012
Mesorhizobium sp. DCY119	2108445	S	2303	259	2562	0.00012
Mesorhizobium sp. ISC25	3077335	S	2050	385	2435	0.00011
Mesorhizobium sp. ANAO-SY3R2	3166644	S	1973	2108	4081	0.00019
Mesorhizobium sp. INR15	2654248	S	1925	115	2040	0.00010
Mesorhizobium sp. AR10	2865839	S	1875	640	2515	0.00012
Mesorhizobium sp. 131-2-1	2744518	S	1671	1097	2768	0.00013
Mesorhizobium sp. AR07	2865838	S	1623	720	2343	0.00011
Mesorhizobium sp. M3A.F.Ca.ET.080.04.2.1	2493676	S	1522	406	1928	0.00009
Mesorhizobium sp. Pch-S	2082387	S	1518	155	1673	0.00008
Mesorhizobium sp. B1-1-8	2589976	S	1498	130	1628	0.00008
Mesorhizobium sp. PAMC28654	2880934	S	1458	135	1593	0.00007
Mesorhizobium sp. M4B.F.Ca.ET.058.02.1.1	2493675	S	1435	464	1899	0.00009
Mesorhizobium sp. J8	2777475	S	1405	211	1616	0.00008
Mesorhizobium sp. M1A.F.Ca.IN.022.06.1.1	2493680	S	1375	392	1767	0.00008
Mesorhizobium sp. B2-8-5	2589903	S	1363	230	1593	0.00007
Mesorhizobium sp. M1B.F.Ca.ET.045.04.1.1	2493673	S	1357	394	1751	0.00008
Mesorhizobium sp.	1871066	S	1315	135	1450	0.00007
Mesorhizobium sp. M1E.F.Ca.ET.045.02.1.1	2493672	S	1259	599	1858	0.00009
Mesorhizobium sp. M1D.F.Ca.ET.043.01.1.1	2493669	S	1251	790	2041	0.00010
Mesorhizobium sp. M9A.F.Ca.ET.002.03.1.2	2493668	S	1235	606	1841	0.00009
Mesorhizobium sp. RIZ17	3132743	S	1208	448	1656	0.00008
Mesorhizobium sp. M7D.F.Ca.US.005.01.1.1	2493678	S	1197	426	1623	0.00008
Mesorhizobium sp. B4-1-4	2589888	S	1175	136	1311	0.00006
Mesorhizobium sp. B2-1-8	2589967	S	1109	160	1269	0.00006
Mesorhizobium sp. NZP2077	2483404	S	1041	298	1339	0.00006
Mesorhizobium sp. AR02	2865837	S	1031	457	1488	0.00007
Mesorhizobium sp. M8A.F.Ca.ET.057.01.1.1	2493679	S	961	286	1247	0.00006
Mesorhizobium sp. L-2-11	2744521	S	948	774	1722	0.00008
Mesorhizobium sp. NBSH29	2654249	S	931	23	954	0.00004
Mesorhizobium sp. 113-3-3	2744516	S	918	658	1576	0.00007
Mesorhizobium sp. AA22	1854057	S	905	211	1116	0.00005
Mesorhizobium sp. 113-1-2	2744515	S	903	540	1443	0.00007
Mesorhizobium sp. 113-3-9	2744517	S	812	741	1553	0.00007
Mesorhizobium sp. M2A.F.Ca.ET.043.05.1.1	2493671	S	767	444	1211	0.00006
Mesorhizobium sp. NZP2298	2483403	S	698	374	1072	0.00005
Mesorhizobium sp. M7A.F.Ce.TU.012.03.2.1	2493681	S	695	319	1014	0.00005
Mesorhizobium sp. WSM4083	3446363	S	648	287	935	0.00004
Mesorhizobium sp. L-8-3	2744522	S	620	2401	3021	0.00014
Mesorhizobium sp. L-8-10	2744523	S	601	2264	2865	0.00013
Mesorhizobium sp. ORM16	3376989	S	548	876	1424	0.00007
Mesorhizobium sp. M6A.T.Cr.TU.016.01.1.1	2493677	S	448	841	1289	0.00006
Mesorhizobium sp. M2A.F.Ca.ET.046.03.2.1	2493674	S	429	1168	1597	0.00007
Mesorhizobium sp. M2A.F.Ca.ET.043.02.1.1	2493670	S	422	1021	1443	0.00007
Mesorhizobium sp. B2-1-1	2589974	S	380	631	1011	0.00005
Mesorhizobium sp. WSM4904	3038545	S	296	1022	1318	0.00006
Mesorhizobium sp. WSM4906	3038546	S	287	995	1282	0.00006
Mesorhizobium sp. 131-3-5	2744520	S	267	1008	1275	0.00006
Mesorhizobium sp. C395A	2956832	S	197	1095	1292	0.00006
Mesorhizobium sp. C432A	2956836	S	192	1421	1613	0.00008
Mesorhizobium sp. C089B	2956823	S	190	1223	1413	0.00007
Mesorhizobium sp. C399B	2956833	S	186	1412	1598	0.00007
Mesorhizobium sp. C416B	2956834	S	154	1212	1366	0.00006
