name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Kaistiaceae	2831111	F	8912	141	9053	0.00013
Devosiaceae	2831106	F	7794	101	7895	0.00011
Stappiaceae	2821832	F	4745	306	5051	0.00007
Bartonellaceae	772	F	4681	10	4691	0.00007
Aurantimonadaceae	255475	F	3722	286	4008	0.00006
Reyranellaceae	2844375	F	2112	1654	3766	0.00005
Methylocystaceae	31993	F	1540	9	1549	0.00002
Pleomorphomonadaceae	2843308	F	1336	51	1387	0.00002
Hyphomicrobiaceae	45401	F	1265	5	1270	0.00002
Methylopilaceae	3149309	F	975	6	981	0.00001
Cohaesibacteraceae	655351	F	974	6	980	0.00001
Ahrensiaceae	2829814	F	890	32	922	0.00001
Beijerinckiaceae	45404	F	642	3	645	0.00001
Parvibaculaceae	2813035	F	575	31	606	0.00001
Amorphaceae	2685818	F	545	3	548	0.00001
Phreatobacteraceae	2843305	F	527	4	531	0.00001
Alsobacteraceae	2792775	F	289	3	292	0.00000
Chelatococcaceae	2036754	F	278	4	282	0.00000
Blastochloridaceae	2831090	F	244	3	247	0.00000
Coralliovaceae	3228937	F	232	0	232	0.00000
Terrirubraceae	3142785	F	145	0	145	0.00000
Rhodoligotrophaceae	3149308	F	134	0	134	0.00000
Ancalomicrobiaceae	2172021	F	128	1	129	0.00000
Salaquimonadaceae	3149307	F	118	0	118	0.00000
Lichenihabitantaceae	2723775	F	111	0	111	0.00000
Salinarimonadaceae	2137278	F	74	0	74	0.00000
Aestuariivirgaceae	2650922	F	69	0	69	0.00000
Afifellaceae	2829802	F	41	2	43	0.00000
Paracoccaceae	31989	F	31587	2794	34381	0.00048
Roseobacteraceae	2854170	F	22302	2404	24706	0.00035
Sphingomonadaceae	41297	F	18373	780	19153	0.00027
Sphingobiaceae	3423717	F	6135	1823	7958	0.00011
Erythrobacteraceae	335929	F	4893	96	4989	0.00007
Sphingorhabdaceae	3423719	F	2648	5	2653	0.00004
Sphingopyxidaceae	3423718	F	2130	141	2271	0.00003
Blastomonadaceae	3423720	F	1912	50	1962	0.00003
Rhizorhabdaceae	3423714	F	451	67	518	0.00001
Sphingosinicellaceae	2820280	F	352	4	356	0.00000
Sphingomicrobiaceae	3423713	F	269	1	270	0.00000
Zymomonadaceae	2844881	F	240	33	273	0.00000
Parasphingopyxidaceae	3423716	F	57	0	57	0.00000
Aquisediminimonadaceae	3423715	F	37	0	37	0.00000
Caulobacteraceae	76892	F	32243	2041	34284	0.00048
Azospirillaceae	2829815	F	5657	147	5804	0.00008
Thalassospiraceae	2844866	F	2463	15	2478	0.00003
Rhodospirillaceae	41295	F	2385	67	2452	0.00003
Stellaceae	2844601	F	1017	8	1025	0.00001
Rhodovibrionaceae	2844403	F	738	3	741	0.00001
Thalassobaculaceae	2844864	F	419	9	428	0.00001
Novispirillaceae	3031145	F	408	3	411	0.00001
Dongiaceae	3031144	F	274	3	277	0.00000
Terasakiellaceae	2813951	F	161	0	161	0.00000
Aestuariispiraceae	3466454	F	135	0	135	0.00000
Magnetovibrionaceae	3031143	F	70	0	70	0.00000
Zavarziniaceae	2844877	F	53	0	53	0.00000
Magnetospirillaceae	3036766	F	35	7	42	0.00000
Acetobacteraceae	433	F	6631	101	6732	0.00009
Roseomonadaceae	3385906	F	2064	107	2171	0.00003
Elioraeaceae	2690195	F	582	1	583	0.00001
Acidocellaceae	3385905	F	244	1	245	0.00000
Anaplasmataceae	942	F	3372	2	3374	0.00005
Rickettsiaceae	775	F	1522	0	1522	0.00002
Candidatus Midichloriaceae	1328881	F	907	0	907	0.00001
Candidatus Deianiraeaceae	2603433	F	105	9	114	0.00000
Maricaulaceae	2800061	F	1423	28	1451	0.00002
Robiginitomaculaceae	2800062	F	634	0	634	0.00001
Parvularculaceae	255474	F	2035	18	2053	0.00003
Sneathiellaceae	510685	F	1947	8	1955	0.00003
Emcibacteraceae	2066491	F	1468	7	1475	0.00002
Geminicoccaceae	2066434	F	1383	137	1520	0.00002
Hyphomonadaceae	69657	F	1063	9	1072	0.00002
Kordiimonadaceae	1331809	F	659	2	661	0.00001
Temperatibacteraceae	1549128	F	66	0	66	0.00000
Candidatus Pelagibacteraceae	1655514	F	607	19	626	0.00001
Holosporaceae	44746	F	475	0	475	0.00001
Candidatus Paracaedibacteraceae	1777752	F	20	0	20	0.00000
Candidatus Nucleicultricaceae	3399800	F	13	0	13	0.00000
Minwuiaceae	2493628	F	506	1	507	0.00001
Candidatus Puniceispirillaceae	3119833	F	187	0	187	0.00000
Candidatus Levibacteraceae	3457285	F	56	0	56	0.00000
Radicibacteraceae	3462473	F	92	8	100	0.00000
Acidithiobacillaceae	225058	F	1936	1	1937	0.00003
Thermithiobacillaceae	225059	F	179	2	181	0.00000
Magnetococcaceae	1191479	F	347	0	347	0.00000
Mariprofundaceae	580372	F	54	0	54	0.00000
Hydrogenophilaceae	206349	F	24	0	24	0.00000
Flavobacteriaceae	49546	F	9501903	10706	9512609	0.13328
Weeksellaceae	2762318	F	511808	14633	526441	0.00738
Blattabacteriaceae	39782	F	3216	6	3222	0.00005
Crocinitomicaceae	1853230	F	1456	1	1457	0.00002
Ichthyobacteriaceae	1755828	F	1284	0	1284	0.00002
Owenweeksiaceae	3024551	F	946	131	1077	0.00002
Sanyastnellaceae	3228945	F	122	0	122	0.00000
Parvicellaceae	2975259	F	63	0	63	0.00000
Tannerellaceae	2005525	F	1159820	95001	1254821	0.01758
Bacteroidaceae	815	F	698669	63626	762295	0.01068
Prevotellaceae	171552	F	49904	1204	51108	0.00072
Porphyromonadaceae	171551	F	45128	966	46094	0.00065
Dysgonomonadaceae	2005520	F	32147	525	32672	0.00046
Barnesiellaceae	2005519	F	16928	1100	18028	0.00025
Rikenellaceae	171550	F	10775	646	11421	0.00016
Odoribacteraceae	1853231	F	6948	678	7626	0.00011
Muribaculaceae	2005473	F	6730	116	6846	0.00010
Paludibacteraceae	2005523	F	3041	1	3042	0.00004
Salinivirgaceae	1970190	F	820	683	1503	0.00002
Tenuifilaceae	2760872	F	471	1	472	0.00001
Prolixibacteraceae	1471398	F	11630	44	11674	0.00016
Marinifilaceae	1573805	F	4917	29	4946	0.00007
Marinilabiliaceae	558415	F	1462	247	1709	0.00002
Sphingobacteriaceae	84566	F	140166	878	141044	0.00198
Aurantibacillaceae	3088888	F	506	1	507	0.00001
Hymenobacteraceae	1853232	F	15537	79	15616	0.00022
Spirosomataceae	2896860	F	9823	82	9905	0.00014
Cytophagaceae	89373	F	8265	40	8305	0.00012
Cyclobacteriaceae	563798	F	8179	319	8498	0.00012
Marivirgaceae	2762301	F	2579	604	3183	0.00004
Reichenbachiellaceae	2762302	F	2559	53	2612	0.00004
Fulvivirgaceae	2762286	F	2188	55	2243	0.00003
Leadbetterellaceae	3141702	F	1981	12	1993	0.00003
Flammeovirgaceae	200667	F	1839	84	1923	0.00003
Catalimonadaceae	1522127	F	1746	13	1759	0.00002
Bernardetiaceae	1937968	F	1672	1	1673	0.00002
Persicobacteraceae	1853234	F	1492	31	1523	0.00002
Rhodocytophagaceae	3078917	F	1041	3	1044	0.00001
Flectobacillaceae	3141701	F	925	4	929	0.00001
Roseivirgaceae	2762306	F	918	30	948	0.00001
Mangrovivirgaceae	2858885	F	623	4	627	0.00001
Amoebophilaceae	1501348	F	252	0	252	0.00000
Chitinophagaceae	563835	F	30271	71	30342	0.00043
Haliscomenobacteraceae	1937961	F	2202	5	2207	0.00003
Saprospiraceae	89374	F	866	4	870	0.00001
Lewinellaceae	1937960	F	477	839	1316	0.00002
Chlorobiaceae	191412	F	2059	11	2070	0.00003
Chloroherpetonaceae	2968741	F	457	0	457	0.00001
Ignavibacteriaceae	795749	F	585	0	585	0.00001
Melioribacteraceae	1334117	F	50	0	50	0.00000
Balneolaceae	1813606	F	465	2	467	0.00001
Cyclonatronaceae	3024158	F	158	22	180	0.00000
Rhodothermaceae	563843	F	178	0	178	0.00000
Rubricoccaceae	1853227	F	108	0	108	0.00000
Salinibacteraceae	1853225	F	106	0	106	0.00000
Gemmatimonadaceae	219687	F	1289	2	1291	0.00002
Candidatus Palauibacteraceae	3056649	F	173	0	173	0.00000
Gaopeijiaceae	3381668	F	97	0	97	0.00000
